Horodate;Valeur
2017-12-09T20:00:00+01:00;36
2017-12-09T20:30:00+01:00;52
2017-12-09T21:00:00+01:00;44
2017-12-09T21:30:00+01:00;44
2017-12-09T22:00:00+01:00;50
2017-12-09T22:30:00+01:00;54
2017-12-09T23:00:00+01:00;72
2017-12-09T23:30:00+01:00;1146
2017-12-10T00:00:00+01:00;3070
2017-12-10T00:30:00+01:00;2944
2017-12-10T01:00:00+01:00;3082
2017-12-10T01:30:00+01:00;3748
2017-12-10T02:00:00+01:00;4846
2017-12-10T02:30:00+01:00;4836
2017-12-10T03:00:00+01:00;4868
2017-12-10T03:30:00+01:00;4798
2017-12-10T04:00:00+01:00;4128
2017-12-10T04:30:00+01:00;3714
2017-12-10T05:00:00+01:00;3270
2017-12-10T05:30:00+01:00;3058
2017-12-10T06:00:00+01:00;3046
2017-12-10T06:30:00+01:00;2876
2017-12-10T07:00:00+01:00;2860
2017-12-10T07:30:00+01:00;2742
2017-12-10T08:00:00+01:00;2630
2017-12-10T08:30:00+01:00;2636
2017-12-10T09:00:00+01:00;2454
2017-12-10T09:30:00+01:00;1308
2017-12-10T10:00:00+01:00;380
2017-12-10T10:30:00+01:00;346
2017-12-10T11:00:00+01:00;364
2017-12-10T11:30:00+01:00;382
2017-12-10T12:00:00+01:00;378
2017-12-10T12:30:00+01:00;382
2017-12-10T13:00:00+01:00;404
2017-12-10T13:30:00+01:00;338
2017-12-10T14:00:00+01:00;604
2017-12-10T14:30:00+01:00;2222
2017-12-10T15:00:00+01:00;2146
2017-12-10T15:30:00+01:00;2614
2017-12-10T16:00:00+01:00;2964
2017-12-10T16:30:00+01:00;2518
2017-12-10T17:00:00+01:00;1280
2017-12-10T17:30:00+01:00;1140
2017-12-10T18:00:00+01:00;1108
2017-12-10T18:30:00+01:00;1118
2017-12-10T19:00:00+01:00;386
2017-12-10T19:30:00+01:00;358
2017-12-10T20:00:00+01:00;402
2017-12-10T20:30:00+01:00;410
2017-12-10T21:00:00+01:00;402
2017-12-10T21:30:00+01:00;376
2017-12-10T22:00:00+01:00;368
2017-12-10T22:30:00+01:00;340
2017-12-10T23:00:00+01:00;356
2017-12-10T23:30:00+01:00;170
2017-12-11T00:00:00+01:00;118
2017-12-11T00:30:00+01:00;60
2017-12-11T01:00:00+01:00;38
2017-12-11T01:30:00+01:00;666
2017-12-11T02:00:00+01:00;1872
2017-12-11T02:30:00+01:00;1890
2017-12-11T03:00:00+01:00;1894
2017-12-11T03:30:00+01:00;1886
2017-12-11T04:00:00+01:00;1056
2017-12-11T04:30:00+01:00;812
2017-12-11T05:00:00+01:00;608
2017-12-11T05:30:00+01:00;396
2017-12-11T06:00:00+01:00;268
2017-12-11T06:30:00+01:00;396
2017-12-11T07:00:00+01:00;226
2017-12-11T07:30:00+01:00;142
2017-12-11T08:00:00+01:00;42
2017-12-11T08:30:00+01:00;60
2017-12-11T09:00:00+01:00;90
2017-12-11T09:30:00+01:00;272
2017-12-11T10:00:00+01:00;76
2017-12-11T10:30:00+01:00;74
2017-12-11T11:00:00+01:00;34
2017-12-11T11:30:00+01:00;38
2017-12-11T12:00:00+01:00;44
2017-12-11T12:30:00+01:00;28
2017-12-11T13:00:00+01:00;44
2017-12-11T13:30:00+01:00;28
2017-12-11T14:00:00+01:00;44
2017-12-11T14:30:00+01:00;652
2017-12-11T15:00:00+01:00;1888
2017-12-11T15:30:00+01:00;1176
2017-12-11T16:00:00+01:00;620
2017-12-11T16:30:00+01:00;276
2017-12-11T17:00:00+01:00;30
2017-12-11T17:30:00+01:00;42
2017-12-11T18:00:00+01:00;36
2017-12-11T18:30:00+01:00;1454
2017-12-11T19:00:00+01:00;2206
2017-12-11T19:30:00+01:00;944
2017-12-11T20:00:00+01:00;1120
2017-12-11T20:30:00+01:00;1322
2017-12-11T21:00:00+01:00;1306
2017-12-11T21:30:00+01:00;1232
2017-12-11T22:00:00+01:00;1394
2017-12-11T22:30:00+01:00;1416
2017-12-11T23:00:00+01:00;442
2017-12-11T23:30:00+01:00;342
2017-12-12T00:00:00+01:00;332
2017-12-12T00:30:00+01:00;340
2017-12-12T01:00:00+01:00;322
2017-12-12T01:30:00+01:00;888
2017-12-12T02:00:00+01:00;910
2017-12-12T02:30:00+01:00;668
2017-12-12T03:00:00+01:00;540
2017-12-12T03:30:00+01:00;548
2017-12-12T04:00:00+01:00;540
2017-12-12T04:30:00+01:00;408
2017-12-12T05:00:00+01:00;430
2017-12-12T05:30:00+01:00;472
2017-12-12T06:00:00+01:00;468
2017-12-12T06:30:00+01:00;412
2017-12-12T07:00:00+01:00;492
2017-12-12T07:30:00+01:00;332
2017-12-12T08:00:00+01:00;316
2017-12-12T08:30:00+01:00;354
2017-12-12T09:00:00+01:00;404
2017-12-12T09:30:00+01:00;560
2017-12-12T10:00:00+01:00;612
2017-12-12T10:30:00+01:00;1042
2017-12-12T11:00:00+01:00;370
2017-12-12T11:30:00+01:00;394
2017-12-12T12:00:00+01:00;400
2017-12-12T12:30:00+01:00;402
2017-12-12T13:00:00+01:00;420
2017-12-12T13:30:00+01:00;422
2017-12-12T14:00:00+01:00;440
2017-12-12T14:30:00+01:00;1046
2017-12-12T15:00:00+01:00;2298
2017-12-12T15:30:00+01:00;1406
2017-12-12T16:00:00+01:00;904
2017-12-12T16:30:00+01:00;624
2017-12-12T17:00:00+01:00;436
2017-12-12T17:30:00+01:00;430
2017-12-12T18:00:00+01:00;716
2017-12-12T18:30:00+01:00;1128
2017-12-12T19:00:00+01:00;1134
2017-12-12T19:30:00+01:00;1140
2017-12-12T20:00:00+01:00;2434
2017-12-12T20:30:00+01:00;1148
2017-12-12T21:00:00+01:00;1134
2017-12-12T21:30:00+01:00;1146
2017-12-12T22:00:00+01:00;1162
2017-12-12T22:30:00+01:00;1132
2017-12-12T23:00:00+01:00;1164
2017-12-12T23:30:00+01:00;1300
2017-12-13T00:00:00+01:00;1142
2017-12-13T00:30:00+01:00;1352
2017-12-13T01:00:00+01:00;1146
2017-12-13T01:30:00+01:00;1780
2017-12-13T02:00:00+01:00;2116
2017-12-13T02:30:00+01:00;1618
2017-12-13T03:00:00+01:00;1500
2017-12-13T03:30:00+01:00;1344
2017-12-13T04:00:00+01:00;1280
2017-12-13T04:30:00+01:00;1320
2017-12-13T05:00:00+01:00;1260
2017-12-13T05:30:00+01:00;1352
2017-12-13T06:00:00+01:00;1272
2017-12-13T06:30:00+01:00;1286
2017-12-13T07:00:00+01:00;1278
2017-12-13T07:30:00+01:00;1288
2017-12-13T08:00:00+01:00;1224
2017-12-13T08:30:00+01:00;1230
2017-12-13T09:00:00+01:00;632
2017-12-13T09:30:00+01:00;140
2017-12-13T10:00:00+01:00;174
2017-12-13T10:30:00+01:00;184
2017-12-13T11:00:00+01:00;208
2017-12-13T11:30:00+01:00;198
2017-12-13T12:00:00+01:00;224
2017-12-13T12:30:00+01:00;210
2017-12-13T13:00:00+01:00;226
2017-12-13T13:30:00+01:00;210
2017-12-13T14:00:00+01:00;230
2017-12-13T14:30:00+01:00;840
2017-12-13T15:00:00+01:00;2088
2017-12-13T15:30:00+01:00;1364
2017-12-13T16:00:00+01:00;772
2017-12-13T16:30:00+01:00;442
2017-12-13T17:00:00+01:00;234
2017-12-13T17:30:00+01:00;240
2017-12-13T18:00:00+01:00;236
2017-12-13T18:30:00+01:00;230
2017-12-13T19:00:00+01:00;240
2017-12-13T19:30:00+01:00;226
2017-12-13T20:00:00+01:00;240
2017-12-13T20:30:00+01:00;224
2017-12-13T21:00:00+01:00;236
2017-12-13T21:30:00+01:00;230
2017-12-13T22:00:00+01:00;234
2017-12-13T22:30:00+01:00;222
2017-12-13T23:00:00+01:00;230
2017-12-13T23:30:00+01:00;212
2017-12-14T00:00:00+01:00;202
2017-12-14T00:30:00+01:00;168
2017-12-14T01:00:00+01:00;164
2017-12-14T01:30:00+01:00;584
2017-12-14T02:00:00+01:00;696
2017-12-14T02:30:00+01:00;480
2017-12-14T03:00:00+01:00;430
2017-12-14T03:30:00+01:00;338
2017-12-14T04:00:00+01:00;332
2017-12-14T04:30:00+01:00;296
2017-12-14T05:00:00+01:00;218
2017-12-14T05:30:00+01:00;310
2017-12-14T06:00:00+01:00;296
2017-12-14T06:30:00+01:00;264
2017-12-14T07:00:00+01:00;164
2017-12-14T07:30:00+01:00;192
2017-12-14T08:00:00+01:00;136
2017-12-14T08:30:00+01:00;156
2017-12-14T09:00:00+01:00;166
2017-12-14T09:30:00+01:00;102
2017-12-14T10:00:00+01:00;134
2017-12-14T10:30:00+01:00;122
2017-12-14T11:00:00+01:00;136
2017-12-14T11:30:00+01:00;122
2017-12-14T12:00:00+01:00;136
2017-12-14T12:30:00+01:00;116
2017-12-14T13:00:00+01:00;128
2017-12-14T13:30:00+01:00;114
2017-12-14T14:00:00+01:00;126
2017-12-14T14:30:00+01:00;726
2017-12-14T15:00:00+01:00;1982
2017-12-14T15:30:00+01:00;1204
2017-12-14T16:00:00+01:00;682
2017-12-14T16:30:00+01:00;326
2017-12-14T17:00:00+01:00;102
2017-12-14T17:30:00+01:00;94
2017-12-14T18:00:00+01:00;102
2017-12-14T18:30:00+01:00;102
2017-12-14T19:00:00+01:00;112
2017-12-14T19:30:00+01:00;90
2017-12-14T20:00:00+01:00;918
2017-12-14T20:30:00+01:00;1396
2017-12-14T21:00:00+01:00;2586
2017-12-14T21:30:00+01:00;1146
2017-12-14T22:00:00+01:00;1134
2017-12-14T22:30:00+01:00;1386
2017-12-14T23:00:00+01:00;512
2017-12-14T23:30:00+01:00;492
2017-12-15T00:00:00+01:00;508
2017-12-15T00:30:00+01:00;486
2017-12-15T01:00:00+01:00;486
2017-12-15T01:30:00+01:00;1098
2017-12-15T02:00:00+01:00;1522
2017-12-15T02:30:00+01:00;950
2017-12-15T03:00:00+01:00;778
2017-12-15T03:30:00+01:00;756
2017-12-15T04:00:00+01:00;566
2017-12-15T04:30:00+01:00;642
2017-12-15T05:00:00+01:00;570
2017-12-15T05:30:00+01:00;548
2017-12-15T06:00:00+01:00;562
2017-12-15T06:30:00+01:00;550
2017-12-15T07:00:00+01:00;634
2017-12-15T07:30:00+01:00;478
2017-12-15T08:00:00+01:00;466
2017-12-15T08:30:00+01:00;462
2017-12-15T09:00:00+01:00;508
2017-12-15T09:30:00+01:00;726
2017-12-15T10:00:00+01:00;464
2017-12-15T10:30:00+01:00;496
2017-12-15T11:00:00+01:00;484
2017-12-15T11:30:00+01:00;500
2017-12-15T12:00:00+01:00;490
2017-12-15T12:30:00+01:00;506
2017-12-15T13:00:00+01:00;496
2017-12-15T13:30:00+01:00;902
2017-12-15T14:00:00+01:00;870
2017-12-15T14:30:00+01:00;2126
2017-12-15T15:00:00+01:00;3062
2017-12-15T15:30:00+01:00;2432
2017-12-15T16:00:00+01:00;1606
2017-12-15T16:30:00+01:00;1270
2017-12-15T17:00:00+01:00;1094
2017-12-15T17:30:00+01:00;1100
2017-12-15T18:00:00+01:00;66
2017-12-15T18:30:00+01:00;44
2017-12-15T19:00:00+01:00;32
2017-12-15T19:30:00+01:00;46
2017-12-15T20:00:00+01:00;36
2017-12-15T20:30:00+01:00;40
2017-12-15T21:00:00+01:00;38
2017-12-15T21:30:00+01:00;40
2017-12-15T22:00:00+01:00;46
2017-12-15T22:30:00+01:00;30
2017-12-15T23:00:00+01:00;44
2017-12-15T23:30:00+01:00;32
2017-12-16T00:00:00+01:00;46
2017-12-16T00:30:00+01:00;36
2017-12-16T01:00:00+01:00;40
2017-12-16T01:30:00+01:00;476
2017-12-16T02:00:00+01:00;660
2017-12-16T02:30:00+01:00;354
2017-12-16T03:00:00+01:00;322
2017-12-16T03:30:00+01:00;280
2017-12-16T04:00:00+01:00;194
2017-12-16T04:30:00+01:00;148
2017-12-16T05:00:00+01:00;228
2017-12-16T05:30:00+01:00;146
2017-12-16T06:00:00+01:00;136
2017-12-16T06:30:00+01:00;150
2017-12-16T07:00:00+01:00;162
2017-12-16T07:30:00+01:00;136
2017-12-16T08:00:00+01:00;30
2017-12-16T08:30:00+01:00;48
2017-12-16T09:00:00+01:00;32
2017-12-16T09:30:00+01:00;44
2017-12-16T10:00:00+01:00;30
2017-12-16T10:30:00+01:00;48
2017-12-16T11:00:00+01:00;32
2017-12-16T11:30:00+01:00;44
2017-12-16T12:00:00+01:00;38
2017-12-16T12:30:00+01:00;38
2017-12-16T13:00:00+01:00;46
2017-12-16T13:30:00+01:00;30
2017-12-16T14:00:00+01:00;42
2017-12-16T14:30:00+01:00;424
2017-12-16T15:00:00+01:00;456
2017-12-16T15:30:00+01:00;368
2017-12-16T16:00:00+01:00;238
2017-12-16T16:30:00+01:00;130
2017-12-16T17:00:00+01:00;46
2017-12-16T17:30:00+01:00;32
2017-12-16T18:00:00+01:00;44
2017-12-16T18:30:00+01:00;32
2017-12-16T19:00:00+01:00;44
2017-12-16T19:30:00+01:00;32
2017-12-16T20:00:00+01:00;46
2017-12-16T20:30:00+01:00;30
2017-12-16T21:00:00+01:00;46
2017-12-16T21:30:00+01:00;32
2017-12-16T22:00:00+01:00;46
2017-12-16T22:30:00+01:00;30
2017-12-16T23:00:00+01:00;46
2017-12-16T23:30:00+01:00;30
2017-12-17T00:00:00+01:00;36
2017-12-17T00:30:00+01:00;42
2017-12-17T01:00:00+01:00;38
2017-12-17T01:30:00+01:00;584
2017-12-17T02:00:00+01:00;548
2017-12-17T02:30:00+01:00;394
2017-12-17T03:00:00+01:00;346
2017-12-17T03:30:00+01:00;238
2017-12-17T04:00:00+01:00;218
2017-12-17T04:30:00+01:00;138
2017-12-17T05:00:00+01:00;232
2017-12-17T05:30:00+01:00;136
2017-12-17T06:00:00+01:00;172
2017-12-17T06:30:00+01:00;160
2017-12-17T07:00:00+01:00;220
2017-12-17T07:30:00+01:00;32
2017-12-17T08:00:00+01:00;46
2017-12-17T08:30:00+01:00;32
2017-12-17T09:00:00+01:00;44
2017-12-17T09:30:00+01:00;32
2017-12-17T10:00:00+01:00;46
2017-12-17T10:30:00+01:00;32
2017-12-17T11:00:00+01:00;38
2017-12-17T11:30:00+01:00;38
2017-12-17T12:00:00+01:00;46
2017-12-17T12:30:00+01:00;30
2017-12-17T13:00:00+01:00;46
2017-12-17T13:30:00+01:00;30
2017-12-17T14:00:00+01:00;46
2017-12-17T14:30:00+01:00;418
2017-12-17T15:00:00+01:00;474
2017-12-17T15:30:00+01:00;318
2017-12-17T16:00:00+01:00;358
2017-12-17T16:30:00+01:00;148
2017-12-17T17:00:00+01:00;32
2017-12-17T17:30:00+01:00;46
2017-12-17T18:00:00+01:00;30
2017-12-17T18:30:00+01:00;46
2017-12-17T19:00:00+01:00;32
2017-12-17T19:30:00+01:00;46
2017-12-17T20:00:00+01:00;30
2017-12-17T20:30:00+01:00;46
2017-12-17T21:00:00+01:00;30
2017-12-17T21:30:00+01:00;38
2017-12-17T22:00:00+01:00;40
2017-12-17T22:30:00+01:00;40
2017-12-17T23:00:00+01:00;36
2017-12-17T23:30:00+01:00;676
2017-12-18T00:00:00+01:00;942
2017-12-18T00:30:00+01:00;928
2017-12-18T01:00:00+01:00;906
2017-12-18T01:30:00+01:00;1314
2017-12-18T02:00:00+01:00;1462
2017-12-18T02:30:00+01:00;1198
2017-12-18T03:00:00+01:00;1040
2017-12-18T03:30:00+01:00;992
2017-12-18T04:00:00+01:00;900
2017-12-18T04:30:00+01:00;926
2017-12-18T05:00:00+01:00;830
2017-12-18T05:30:00+01:00;914
2017-12-18T06:00:00+01:00;816
2017-12-18T06:30:00+01:00;818
2017-12-18T07:00:00+01:00;814
2017-12-18T07:30:00+01:00;838
2017-12-18T08:00:00+01:00;708
2017-12-18T08:30:00+01:00;698
2017-12-18T09:00:00+01:00;714
2017-12-18T09:30:00+01:00;700
2017-12-18T10:00:00+01:00;1426
2017-12-18T10:30:00+01:00;2256
2017-12-18T11:00:00+01:00;1966
2017-12-18T11:30:00+01:00;1954
2017-12-18T12:00:00+01:00;1820
2017-12-18T12:30:00+01:00;1766
2017-12-18T13:00:00+01:00;1716
2017-12-18T13:30:00+01:00;1710
2017-12-18T14:00:00+01:00;1970
2017-12-18T14:30:00+01:00;2256
2017-12-18T15:00:00+01:00;3482
2017-12-18T15:30:00+01:00;3602
2017-12-18T16:00:00+01:00;2496
2017-12-18T16:30:00+01:00;1896
2017-12-18T17:00:00+01:00;1694
2017-12-18T17:30:00+01:00;1576
2017-12-18T18:00:00+01:00;1514
2017-12-18T18:30:00+01:00;1470
2017-12-18T19:00:00+01:00;1494
2017-12-18T19:30:00+01:00;1442
2017-12-18T20:00:00+01:00;1446
2017-12-18T20:30:00+01:00;1392
2017-12-18T21:00:00+01:00;1432
2017-12-18T21:30:00+01:00;1394
2017-12-18T22:00:00+01:00;1668
2017-12-18T22:30:00+01:00;1564
2017-12-18T23:00:00+01:00;606
2017-12-18T23:30:00+01:00;644
2017-12-19T00:00:00+01:00;592
2017-12-19T00:30:00+01:00;590
2017-12-19T01:00:00+01:00;560
2017-12-19T01:30:00+01:00;1090
2017-12-19T02:00:00+01:00;1038
2017-12-19T02:30:00+01:00;518
2017-12-19T03:00:00+01:00;344
2017-12-19T03:30:00+01:00;342
2017-12-19T04:00:00+01:00;352
2017-12-19T04:30:00+01:00;322
2017-12-19T05:00:00+01:00;286
2017-12-19T05:30:00+01:00;364
2017-12-19T06:00:00+01:00;286
2017-12-19T06:30:00+01:00;270
2017-12-19T07:00:00+01:00;286
2017-12-19T07:30:00+01:00;282
2017-12-19T08:00:00+01:00;206
2017-12-19T08:30:00+01:00;188
2017-12-19T09:00:00+01:00;200
2017-12-19T09:30:00+01:00;426
2017-12-19T10:00:00+01:00;756
2017-12-19T10:30:00+01:00;402
2017-12-19T11:00:00+01:00;350
2017-12-19T11:30:00+01:00;290
2017-12-19T12:00:00+01:00;288
2017-12-19T12:30:00+01:00;236
2017-12-19T13:00:00+01:00;236
2017-12-19T13:30:00+01:00;230
2017-12-19T14:00:00+01:00;230
2017-12-19T14:30:00+01:00;842
2017-12-19T15:00:00+01:00;2098
2017-12-19T15:30:00+01:00;2092
2017-12-19T16:00:00+01:00;1724
2017-12-19T16:30:00+01:00;700
2017-12-19T17:00:00+01:00;226
2017-12-19T17:30:00+01:00;216
2017-12-19T18:00:00+01:00;230
2017-12-19T18:30:00+01:00;614
2017-12-19T19:00:00+01:00;1944
2017-12-19T19:30:00+01:00;2796
2017-12-19T20:00:00+01:00;2348
2017-12-19T20:30:00+01:00;2096
2017-12-19T21:00:00+01:00;1800
2017-12-19T21:30:00+01:00;1716
2017-12-19T22:00:00+01:00;1648
2017-12-19T22:30:00+01:00;1644
2017-12-19T23:00:00+01:00;1590
2017-12-19T23:30:00+01:00;1388
2017-12-20T00:00:00+01:00;1342
2017-12-20T00:30:00+01:00;1322
2017-12-20T01:00:00+01:00;172
2017-12-20T01:30:00+01:00;716
2017-12-20T02:00:00+01:00;1418
2017-12-20T02:30:00+01:00;766
2017-12-20T03:00:00+01:00;462
2017-12-20T03:30:00+01:00;456
2017-12-20T04:00:00+01:00;340
2017-12-20T04:30:00+01:00;338
2017-12-20T05:00:00+01:00;238
2017-12-20T05:30:00+01:00;324
2017-12-20T06:00:00+01:00;242
2017-12-20T06:30:00+01:00;236
2017-12-20T07:00:00+01:00;268
2017-12-20T07:30:00+01:00;246
2017-12-20T08:00:00+01:00;154
2017-12-20T08:30:00+01:00;154
2017-12-20T09:00:00+01:00;172
2017-12-20T09:30:00+01:00;156
2017-12-20T10:00:00+01:00;196
2017-12-20T10:30:00+01:00;394
2017-12-20T11:00:00+01:00;40
2017-12-20T11:30:00+01:00;38
2017-12-20T12:00:00+01:00;32
2017-12-20T12:30:00+01:00;46
2017-12-20T13:00:00+01:00;30
2017-12-20T13:30:00+01:00;46
2017-12-20T14:00:00+01:00;32
2017-12-20T14:30:00+01:00;658
2017-12-20T15:00:00+01:00;1892
2017-12-20T15:30:00+01:00;1878
2017-12-20T16:00:00+01:00;1198
2017-12-20T16:30:00+01:00;514
2017-12-20T17:00:00+01:00;46
2017-12-20T17:30:00+01:00;30
2017-12-20T18:00:00+01:00;1106
2017-12-20T18:30:00+01:00;1718
2017-12-20T19:00:00+01:00;1628
2017-12-20T19:30:00+01:00;1576
2017-12-20T20:00:00+01:00;1478
2017-12-20T20:30:00+01:00;1418
2017-12-20T21:00:00+01:00;1420
2017-12-20T21:30:00+01:00;2320
2017-12-20T22:00:00+01:00;1558
2017-12-20T22:30:00+01:00;1512
2017-12-20T23:00:00+01:00;1388
2017-12-20T23:30:00+01:00;1262
2017-12-21T00:00:00+01:00;1432
2017-12-21T00:30:00+01:00;1204
2017-12-21T01:00:00+01:00;1236
2017-12-21T01:30:00+01:00;1836
2017-12-21T02:00:00+01:00;1426
2017-12-21T02:30:00+01:00;604
2017-12-21T03:00:00+01:00;444
2017-12-21T03:30:00+01:00;340
2017-12-21T04:00:00+01:00;332
2017-12-21T04:30:00+01:00;360
2017-12-21T05:00:00+01:00;234
2017-12-21T05:30:00+01:00;238
2017-12-21T06:00:00+01:00;352
2017-12-21T06:30:00+01:00;232
2017-12-21T07:00:00+01:00;246
2017-12-21T07:30:00+01:00;232
2017-12-21T08:00:00+01:00;146
2017-12-21T08:30:00+01:00;124
2017-12-21T09:00:00+01:00;138
2017-12-21T09:30:00+01:00;162
2017-12-21T10:00:00+01:00;462
2017-12-21T10:30:00+01:00;116
2017-12-21T11:00:00+01:00;48
2017-12-21T11:30:00+01:00;32
2017-12-21T12:00:00+01:00;46
2017-12-21T12:30:00+01:00;44
2017-12-21T13:00:00+01:00;32
2017-12-21T13:30:00+01:00;46
2017-12-21T14:00:00+01:00;30
2017-12-21T14:30:00+01:00;664
2017-12-21T15:00:00+01:00;1892
2017-12-21T15:30:00+01:00;1908
2017-12-21T16:00:00+01:00;1178
2017-12-21T16:30:00+01:00;438
2017-12-21T17:00:00+01:00;32
2017-12-21T17:30:00+01:00;34
2017-12-21T18:00:00+01:00;96
2017-12-21T18:30:00+01:00;1864
2017-12-21T19:00:00+01:00;1914
2017-12-21T19:30:00+01:00;2940
2017-12-21T20:00:00+01:00;2802
2017-12-21T20:30:00+01:00;1490
2017-12-21T21:00:00+01:00;1406
2017-12-21T21:30:00+01:00;1376
2017-12-21T22:00:00+01:00;1318
2017-12-21T22:30:00+01:00;1306
2017-12-21T23:00:00+01:00;1280
2017-12-21T23:30:00+01:00;1232
2017-12-22T00:00:00+01:00;1252
2017-12-22T00:30:00+01:00;1234
2017-12-22T01:00:00+01:00;768
2017-12-22T01:30:00+01:00;614
2017-12-22T02:00:00+01:00;638
2017-12-22T02:30:00+01:00;550
2017-12-22T03:00:00+01:00;294
2017-12-22T03:30:00+01:00;240
2017-12-22T04:00:00+01:00;242
2017-12-22T04:30:00+01:00;246
2017-12-22T05:00:00+01:00;138
2017-12-22T05:30:00+01:00;284
2017-12-22T06:00:00+01:00;136
2017-12-22T06:30:00+01:00;158
2017-12-22T07:00:00+01:00;142
2017-12-22T07:30:00+01:00;144
2017-12-22T08:00:00+01:00;50
2017-12-22T08:30:00+01:00;40
2017-12-22T09:00:00+01:00;50
2017-12-22T09:30:00+01:00;38
2017-12-22T10:00:00+01:00;52
2017-12-22T10:30:00+01:00;96
2017-12-22T11:00:00+01:00;60
2017-12-22T11:30:00+01:00;54
2017-12-22T12:00:00+01:00;938
2017-12-22T12:30:00+01:00;1654
2017-12-22T13:00:00+01:00;1708
2017-12-22T13:30:00+01:00;1534
2017-12-22T14:00:00+01:00;1238
2017-12-22T14:30:00+01:00;1664
2017-12-22T15:00:00+01:00;2858
2017-12-22T15:30:00+01:00;2790
2017-12-22T16:00:00+01:00;1746
2017-12-22T16:30:00+01:00;1200
2017-12-22T17:00:00+01:00;1062
2017-12-22T17:30:00+01:00;1962
2017-12-22T18:00:00+01:00;1650
2017-12-22T18:30:00+01:00;1156
2017-12-22T19:00:00+01:00;1230
2017-12-22T19:30:00+01:00;1648
2017-12-22T20:00:00+01:00;2350
2017-12-22T20:30:00+01:00;1284
2017-12-22T21:00:00+01:00;1236
2017-12-22T21:30:00+01:00;1318
2017-12-22T22:00:00+01:00;1178
2017-12-22T22:30:00+01:00;1160
2017-12-22T23:00:00+01:00;1136
2017-12-22T23:30:00+01:00;1272
2017-12-23T00:00:00+01:00;76
2017-12-23T00:30:00+01:00;40
2017-12-23T01:00:00+01:00;44
2017-12-23T01:30:00+01:00;660
2017-12-23T02:00:00+01:00;1564
2017-12-23T02:30:00+01:00;696
2017-12-23T03:00:00+01:00;390
2017-12-23T03:30:00+01:00;274
2017-12-23T04:00:00+01:00;232
2017-12-23T04:30:00+01:00;188
2017-12-23T05:00:00+01:00;194
2017-12-23T05:30:00+01:00;138
2017-12-23T06:00:00+01:00;190
2017-12-23T06:30:00+01:00;144
2017-12-23T07:00:00+01:00;150
2017-12-23T07:30:00+01:00;28
2017-12-23T08:00:00+01:00;42
2017-12-23T08:30:00+01:00;42
2017-12-23T09:00:00+01:00;28
2017-12-23T09:30:00+01:00;42
2017-12-23T10:00:00+01:00;38
2017-12-23T10:30:00+01:00;32
2017-12-23T11:00:00+01:00;28
2017-12-23T11:30:00+01:00;44
2017-12-23T12:00:00+01:00;30
2017-12-23T12:30:00+01:00;40
2017-12-23T13:00:00+01:00;34
2017-12-23T13:30:00+01:00;38
2017-12-23T14:00:00+01:00;42
2017-12-23T14:30:00+01:00;414
2017-12-23T15:00:00+01:00;510
2017-12-23T15:30:00+01:00;242
2017-12-23T16:00:00+01:00;266
2017-12-23T16:30:00+01:00;226
2017-12-23T17:00:00+01:00;34
2017-12-23T17:30:00+01:00;42
2017-12-23T18:00:00+01:00;28
2017-12-23T18:30:00+01:00;44
2017-12-23T19:00:00+01:00;28
2017-12-23T19:30:00+01:00;42
2017-12-23T20:00:00+01:00;28
2017-12-23T20:30:00+01:00;42
2017-12-23T21:00:00+01:00;42
2017-12-23T21:30:00+01:00;28
2017-12-23T22:00:00+01:00;30
2017-12-23T22:30:00+01:00;44
2017-12-23T23:00:00+01:00;42
2017-12-23T23:30:00+01:00;28
2017-12-24T00:00:00+01:00;42
2017-12-24T00:30:00+01:00;28
2017-12-24T01:00:00+01:00;42
2017-12-24T01:30:00+01:00;508
2017-12-24T02:00:00+01:00;586
2017-12-24T02:30:00+01:00;402
2017-12-24T03:00:00+01:00;334
2017-12-24T03:30:00+01:00;252
2017-12-24T04:00:00+01:00;142
2017-12-24T04:30:00+01:00;284
2017-12-24T05:00:00+01:00;146
2017-12-24T05:30:00+01:00;178
2017-12-24T06:00:00+01:00;136
2017-12-24T06:30:00+01:00;144
2017-12-24T07:00:00+01:00;126
2017-12-24T07:30:00+01:00;146
2017-12-24T08:00:00+01:00;28
2017-12-24T08:30:00+01:00;42
2017-12-24T09:00:00+01:00;28
2017-12-24T09:30:00+01:00;42
2017-12-24T10:00:00+01:00;30
2017-12-24T10:30:00+01:00;42
2017-12-24T11:00:00+01:00;42
2017-12-24T11:30:00+01:00;28
2017-12-24T12:00:00+01:00;38
2017-12-24T12:30:00+01:00;32
2017-12-24T13:00:00+01:00;30
2017-12-24T13:30:00+01:00;44
2017-12-24T14:00:00+01:00;28
2017-12-24T14:30:00+01:00;446
2017-12-24T15:00:00+01:00;512
2017-12-24T15:30:00+01:00;266
2017-12-24T16:00:00+01:00;242
2017-12-24T16:30:00+01:00;150
2017-12-24T17:00:00+01:00;28
2017-12-24T17:30:00+01:00;42
2017-12-24T18:00:00+01:00;28
2017-12-24T18:30:00+01:00;44
2017-12-24T19:00:00+01:00;28
2017-12-24T19:30:00+01:00;44
2017-12-24T20:00:00+01:00;28
2017-12-24T20:30:00+01:00;42
2017-12-24T21:00:00+01:00;28
2017-12-24T21:30:00+01:00;42
2017-12-24T22:00:00+01:00;40
